[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2021-11-17 12:31:01.743289 I | etcdmain: etcd Version: 3.4.13
2021-11-18 12:01:42.406091 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:01:52.374822 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:02:02.374296 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:02:12.371610 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:02:22.336961 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:02:32.337235 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:02:42.337077 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:02:52.305160 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:03:02.303647 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:03:12.304869 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:03:22.270418 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:03:32.271369 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:03:42.269626 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:03:52.235250 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:04:02.238536 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:04:12.234899 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:04:22.200492 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:04:32.201482 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:04:42.200845 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:04:52.169758 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:05:02.165884 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:05:12.167073 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:05:22.134100 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:05:32.135743 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:05:42.131893 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:05:52.101522 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:06:02.098441 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:06:12.101592 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:06:18.849708 I | mvcc: store.index: compact 33898
2021-11-18 12:06:18.852445 I | mvcc: finished scheduled compaction at 33898 (took 1.6419ms)
2021-11-18 12:06:22.064779 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:06:32.064107 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:06:42.064200 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:06:52.030480 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:07:02.029715 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:07:12.031055 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:07:21.995663 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:07:31.993742 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:07:41.995584 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:07:51.961582 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:08:01.964682 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:08:11.965599 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:08:21.930010 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:08:31.930809 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:08:41.929114 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:08:51.893296 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:09:01.896889 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:09:11.897328 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:09:21.860193 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:09:31.861915 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:09:41.860076 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:09:51.825464 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:10:01.824511 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:10:11.828427 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:10:21.794031 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:10:31.791887 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:10:41.792823 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:10:51.756448 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:11:01.759940 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:11:11.756612 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:11:18.519328 I | mvcc: store.index: compact 34268
2021-11-18 12:11:18.521123 I | mvcc: finished scheduled compaction at 34268 (took 1.3967ms)
2021-11-18 12:11:21.726592 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:11:31.722231 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:11:41.722183 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:11:51.689850 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:12:01.687242 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:12:11.688368 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:12:21.656246 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:12:31.656387 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:12:41.654583 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:12:51.619179 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:13:01.618190 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:13:11.620277 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:13:21.587525 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:13:31.589316 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:13:41.586303 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:13:51.551904 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:14:01.554862 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:14:11.551242 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:14:21.520915 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:14:31.518900 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:14:41.517228 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:14:51.484062 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:15:01.482135 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:15:11.482991 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:15:21.448738 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:15:31.449170 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:15:41.449542 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:15:51.415818 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:16:01.415996 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:16:11.415916 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:16:18.187076 I | mvcc: store.index: compact 34633
2021-11-18 12:16:18.188920 I | mvcc: finished scheduled compaction at 34633 (took 1.2835ms)
2021-11-18 12:16:21.384714 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:16:31.382549 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:16:41.380881 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:16:51.350710 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:17:01.345978 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:17:11.346700 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:17:21.313376 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:17:31.313227 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:17:41.312123 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:17:51.279813 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:18:01.279738 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:18:11.278893 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:18:21.247220 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:18:31.245822 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:18:41.243676 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:18:51.211107 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:19:01.213189 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:19:11.209733 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:19:21.177646 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:19:31.178494 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:19:41.175575 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:19:51.142555 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:20:01.144918 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:20:11.142220 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:20:21.109715 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:20:31.107262 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:20:41.107850 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:20:51.073670 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:21:01.074437 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:21:11.072259 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:21:17.855729 I | mvcc: store.index: compact 34997
2021-11-18 12:21:17.857365 I | mvcc: finished scheduled compaction at 34997 (took 1.3255ms)
2021-11-18 12:21:21.039402 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:21:31.039356 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:21:41.038129 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:21:51.005311 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:22:01.006250 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:22:11.006133 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:22:20.972143 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:22:30.971107 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:22:40.970608 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:22:50.936567 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:23:00.938110 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:23:10.935925 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:23:20.903855 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:23:30.902784 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:23:40.900758 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:23:50.870554 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:24:00.869419 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:24:10.868763 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:24:20.833687 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:24:30.834991 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:24:40.834294 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:24:50.801002 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:25:00.800741 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:25:10.799053 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:25:20.766719 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:25:30.764466 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:25:40.765084 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:25:50.731312 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:26:00.731448 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:26:10.731170 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:26:17.522484 I | mvcc: store.index: compact 35368
2021-11-18 12:26:17.524456 I | mvcc: finished scheduled compaction at 35368 (took 917.2µs)
2021-11-18 12:26:20.696057 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:26:30.697838 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:26:40.697260 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:26:50.663835 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:27:00.665009 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:27:10.666132 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:27:20.629578 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:27:30.628724 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:27:40.629709 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:27:50.601648 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:28:00.596833 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:28:10.595224 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:28:20.562309 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:28:30.564563 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:28:40.559965 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:28:50.528486 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:29:00.526685 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:29:10.526310 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:29:20.494545 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:29:30.494113 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:29:40.490787 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:29:50.467846 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:30:00.467785 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:30:10.470345 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:30:20.435971 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:30:30.435766 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:30:40.436939 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:30:50.402994 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:31:00.403694 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:31:10.404258 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:31:17.202184 I | mvcc: store.index: compact 35733
2021-11-18 12:31:17.203425 I | mvcc: finished scheduled compaction at 35733 (took 832.6µs)
2021-11-18 12:31:20.369508 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:31:30.370188 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:31:40.367532 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:31:50.337480 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:32:00.333838 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:32:10.334527 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:32:20.299370 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:32:30.299673 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:32:40.297826 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:32:50.267025 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:33:00.267897 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:33:10.270328 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:33:20.232446 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:33:30.235355 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:33:40.231551 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:33:50.200030 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:34:00.201716 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:34:10.201249 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:34:20.163722 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:34:30.168618 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:34:40.163786 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:34:50.130235 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:35:00.130944 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:35:10.131713 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:35:20.098636 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:35:30.095730 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:35:40.096254 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:35:50.062373 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:36:00.062301 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:36:10.063289 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:36:16.876761 I | mvcc: store.index: compact 36104
2021-11-18 12:36:16.878503 I | mvcc: finished scheduled compaction at 36104 (took 1.1742ms)
2021-11-18 12:36:20.029331 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:36:30.028302 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:36:40.028605 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:36:49.996067 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:36:59.994938 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:37:09.995589 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:37:19.961860 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:37:29.961521 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:37:39.959786 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:37:49.929094 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:37:59.925920 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:38:09.928976 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:38:19.895873 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:38:29.891967 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:38:39.892870 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:38:49.858415 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:38:59.858985 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:39:09.858412 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:39:19.823195 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:39:29.824081 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:39:39.823979 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:39:49.789922 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:39:59.793314 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:40:09.789251 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:40:19.760499 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:40:29.758354 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:40:39.757126 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:40:49.723305 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:40:59.721969 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:41:09.723068 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:41:15.516883 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/\" range_end:\"/registry/services/endpoints0\" count_only:true " with result "range_response_count:0 size:8" took too long (139.6672ms) to execute
2021-11-18 12:41:15.518332 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (138.702ms) to execute
2021-11-18 12:41:15.519378 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:342" took too long (150.5214ms) to execute
2021-11-18 12:41:15.519626 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/docker.io-hostpath\" " with result "range_response_count:1 size:602" took too long (109.3652ms) to execute
2021-11-18 12:41:16.096338 W | etcdserver: request "header:<ID:8247917403578765790 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/docker.io-hostpath\" mod_revision:36829 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/docker.io-hostpath\" value_size:517 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/docker.io-hostpath\" > >>" with result "size:18" took too long (110.878ms) to execute
2021-11-18 12:41:16.566638 I | mvcc: store.index: compact 36468
2021-11-18 12:41:16.587573 I | mvcc: finished scheduled compaction at 36468 (took 20.6027ms)
2021-11-18 12:41:19.688831 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:41:26.165899 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:487" took too long (1.3529697s) to execute
2021-11-18 12:41:29.809932 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:41:32.076423 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/\" range_end:\"/registry/apiregistration.k8s.io/apiservices0\" count_only:true " with result "range_response_count:0 size:8" took too long (305.9392ms) to execute
2021-11-18 12:41:32.814888 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/docker.io-hostpath\" " with result "range_response_count:1 size:602" took too long (115.7236ms) to execute
2021-11-18 12:41:39.691245 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:41:49.656619 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:41:59.656880 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:42:09.656452 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:42:19.620877 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:42:29.621103 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:42:39.621617 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:42:49.589267 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:42:59.588339 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:43:09.608665 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:43:19.553467 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:43:29.553006 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:43:39.554261 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:43:49.521111 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:43:59.520310 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:44:09.518948 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:44:19.485154 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:44:29.485829 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:44:39.484762 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:44:49.451667 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:44:59.450883 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:45:09.452349 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:45:19.418467 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:45:29.417136 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:45:39.417684 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:45:49.382228 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:45:59.383417 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:46:09.383951 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:46:16.255491 I | mvcc: store.index: compact 36833
2021-11-18 12:46:16.257249 I | mvcc: finished scheduled compaction at 36833 (took 982.6µs)
2021-11-18 12:46:19.351728 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:46:29.353237 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:46:39.355447 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:46:49.319086 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:46:59.316988 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:47:09.315354 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:47:19.281648 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:47:29.282780 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:47:39.294823 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:47:49.247099 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:47:59.251372 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:48:09.247139 I | etcdserver/api/etcdhttp: /health OK (status code 200)
